LICENSE_NBR,STATUS,CREATE_DATE,EXPIRATION_DATE,INDUSTRY,BUSINESS_NAME,address,BORO,Year,Year2,lon,lat,census_code,census_tract
1410757-DCA,Active,2011-10-12T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,FABULOUS BOUTIQUE INC.,121 MACDOUGAL ST NEW YORK NY 10012,MANHATTAN,2011,2018,-74.0003344,40.7303607,360610065002000,36061006500
1410974-DCA,Active,2011-10-13T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,DDY MINI MARKET & DELI CORP.,955 AMSTERDAM AVE NEW YORK NY 10025,MANHATTAN,2011,2018,-73.96502470000001,40.8009236,360610193006001,36061019300
1410664-DCA,Active,2011-10-14T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,LENOX GOURMET DELI & GROCERY CORP.,217 MALCOLM X BLVD NEW YORK NY 10027,MANHATTAN,2011,2018,-73.9476636,40.8052205,360610220001001,36061022000
1411604-DCA,Active,2011-10-25T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,115 W 57 MARKET INC.,115 W 57TH ST NEW YORK NY 10019,MANHATTAN,2011,2018,-73.977895,40.7648784,360610137002000,36061013700
1412260-DCA,Active,2011-10-26T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,710 FRANKLIN AVE CORP,333 E 23RD ST NEW YORK NY 10010,MANHATTAN,2011,2018,-73.9792143,40.7374827,360610064006000,36061006400
1412620-DCA,Active,2011-11-01T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,MORTON FOOD & GROCERY INC.,448 HUDSON ST NEW YORK NY 10014,MANHATTAN,2011,2018,-74.00646309999999,40.731133,360610067004002,36061006700
1412544-DCA,Active,2011-11-03T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"NINTH AVENUE GROCERY, INC.",486 9TH AVE NEW YORK NY 10018,MANHATTAN,2011,2018,-73.9945527,40.755335,360610111001000,36061011100
1413652-DCA,Active,2011-11-04T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,TEJ NEWSTAND LLC,1350 AVENUE OF THE AMERICAS NEW YORK NY 10019,MANHATTAN,2011,2018,-73.9777983,40.7625614,360610104001001,36061010400
1413818-DCA,Active,2011-11-11T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"ZARAGOZA MEXICAN DELI & GROCERY, INC.",215 AVENUE A NEW YORK NY 10009,MANHATTAN,2011,2018,-73.9809346,40.7300639,360610034004000,36061003400
1413548-DCA,Active,2011-11-18T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,FM NEWSSTAND CORP.,122 E 42ND ST NEW YORK NY 10168,MANHATTAN,2011,2018,-73.9763861,40.7513991,360610080002000,36061008000
1413730-DCA,Active,2011-11-21T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,Q & P TOBACCO INC,2061 BROADWAY NEW YORK NY 10023,MANHATTAN,2011,2018,-73.9823372,40.7782124,360610159006001,36061015900
1414266-DCA,Active,2011-11-22T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,RIVINGTON'S ORCHARD LLC,140 ORCHARD ST NEW YORK NY 10002,MANHATTAN,2011,2018,-73.9891437,40.7199598,360610018003002,36061001800
1414194-DCA,Active,2011-11-28T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"PATEL, MAHENDRAKUMAR",555 5TH AVE NEW YORK NY 10017,MANHATTAN,2011,2018,-73.9788528,40.7556907,360610094001006,36061009400
1414142-DCA,Active,2011-11-28T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,S.R GROCERY INC.,2795 BROADWAY NEW YORK NY 10025,MANHATTAN,2011,2018,-73.9679422,40.8029078,360610195002001,36061019500
1414616-DCA,Active,2011-12-02T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"LOMA DELI MARKET, INC.",133 AVENUE D NEW YORK NY 10009,MANHATTAN,2011,2018,-73.97559319999999,40.7245009,360610028004004,36061002800
1414854-DCA,Active,2011-12-07T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"GOALS SERVICE STATION, INC.",3260 BROADWAY NEW YORK NY 10027,MANHATTAN,2011,2018,-73.95652989999999,40.8175894,360610219002002,36061021900
1415064-DCA,Active,2011-12-08T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,URBAN TASTE CORP.,299 3RD AVE NEW YORK NY 10010,MANHATTAN,2011,2018,-73.9830655,40.7386319,360610064001001,36061006400
1414924-DCA,Active,2011-12-08T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"DYCKMAN CANDY & TOBACCO, INC.",115 DYCKMAN ST NEW YORK NY 10040,MANHATTAN,2011,2018,-73.924874,40.8623087,360610291006000,36061029100
1415022-DCA,Active,2011-12-08T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"721 GOURMET FARM, INC.",721 3RD AVE NEW YORK NY 10017,MANHATTAN,2011,2018,-73.9727845,40.7527111,360610090001000,36061009000
1415442-DCA,Active,2011-12-09T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,PLAZA NEWS CAFE LLC,4 NEW YORK PLZ NEW YORK NY 10004,MANHATTAN,2011,2018,-74.0107237,40.702714,360610009001017,36061000900
1415494-DCA,Active,2011-12-12T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,351 BOWERY STREET INC,351 BOWERY NEW YORK NY 10003,MANHATTAN,2011,2018,-73.9914737,40.7265946,360610038003001,36061003800
1415288-DCA,Active,2011-12-13T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"MICHAEL G. FANELLI, INC.",94 PRINCE ST NEW YORK NY 10012,MANHATTAN,2011,2018,-73.9988243,40.7245529,360610049001005,36061004900
1415314-DCA,Active,2011-12-13T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,CAI HONG CHEN,1 ESSEX ST NEW YORK NY 10002,MANHATTAN,2011,2018,-73.990353,40.7147246,360610016005000,36061001600
1416000-DCA,Active,2011-12-29T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,752 TOBACCO CANDY INC.,752 9TH AVE NEW YORK NY 10019,MANHATTAN,2011,2018,-73.98840299999999,40.7637987,360610133002001,36061013300
1416060-DCA,Active,2011-12-29T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,"LEXINGTON AVENUE NEWS, INC.",1248 LEXINGTON AVE NEW YORK NY 10028,MANHATTAN,2011,2018,-73.95662229999999,40.7783245,360610148011001,36061014801
1416166-DCA,Active,2011-12-30T00:00:00Z,2018-12-31T00:00:00Z,Cigarette Retail Dealer,350-42 FRUIT & VEGETABLE CORP.,350 W 42ND ST NEW YORK NY 10036,MANHATTAN,2011,2018,-73.9923304,40.7578531,360610115001000,36061011500
1379870-DCA,Inactive,2011-01-04T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,KINGS OF CANARSIE GROCERY INC.,9801 AVENUE L BROOKLYN NY 11236,BROOKLYN,2011,2012,-73.8943475,40.639559,360471012001002,36047101200
1380068-DCA,Inactive,2011-01-05T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"AMED, ABDULLA AHMED ABDO",162 DRIGGS AVE BROOKLYN NY 11222,BROOKLYN,2011,2012,-73.94489,40.72322,360470591004001,36047059100
1380110-DCA,Inactive,2011-01-05T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,DEKALB GOURMET DELI ONE INC.,447 DEKALB AVE BROOKLYN NY 11205,BROOKLYN,2011,2012,-73.959591,40.690648,360470193001002,36047019300
1380202-DCA,Inactive,2011-01-06T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,FANTASTIC DELI CORP.,64 WILLOUGHBY ST BROOKLYN NY 11201,BROOKLYN,2011,2012,-73.9861263,40.6920352,360470011001013,36047001100
1380264-DCA,Inactive,2011-01-06T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,OMAR S DELI GROCERY CORP.,2716 CHURCH AVE BROOKLYN NY 11226,BROOKLYN,2011,2012,-73.9519172,40.6504462,360470824004002,36047082400
1380462-DCA,Inactive,2011-01-10T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"HERNANDEZ-FERNANDEZ, EVARISTO LUCIANO",3210 FULTON ST BROOKLYN NY 11208,BROOKLYN,2011,2012,-73.87643109999999,40.6822999,360471178001003,36047117800
1380368-DCA,Inactive,2011-01-10T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,SARA ASSOCIATES INC.,1227 FULTON ST BROOKLYN NY 11216,BROOKLYN,2011,2012,-73.9524003,40.68075959999999,360470245004001,36047024500
1380776-DCA,Inactive,2011-01-14T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,SANTIAGO GROCERY CORP.,905 BROADWAY BROOKLYN NY 11206,BROOKLYN,2011,2012,-73.93651129999999,40.6978943,360470389003000,36047038900
1381034-DCA,Inactive,2011-01-19T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,EMPIRE STATE INTERNATIONAL CORPORATION,1760 FLATBUSH AVE BROOKLYN NY 11210,BROOKLYN,2011,2012,-73.9416537,40.6268889,360470740002003,36047074000
1381040-DCA,Inactive,2011-01-19T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,SHOSHE SANDWICH INC.,1313 W 6TH ST BROOKLYN NY 11204,BROOKLYN,2011,2012,-73.980323,40.612892,360470432001000,36047043200
1381176-DCA,Inactive,2011-01-20T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,559 JAMEEL DELI GROCERY CORP.,559 NEW LOTS AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.8880077,40.664275,360471124002003,36047112400
1194488-DCA,Inactive,2011-02-07T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"FARMER DELI 2, INC",1067 FLATBUSH AVE BROOKLYN NY 11226,BROOKLYN,2011,2012,-73.95776049999999,40.6447911,360470792003004,36047079200
1382070-DCA,Inactive,2011-02-07T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,RADFAN GROCERY DELI CANDY INC,357 UTICA AVE BROOKLYN NY 11213,BROOKLYN,2011,2012,-73.93121060000001,40.6658231,360470349004001,36047034900
1382202-DCA,Inactive,2011-02-09T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"CARRADA-SILVA, ODON",6623 20TH AVE BROOKLYN NY 11204,BROOKLYN,2011,2012,-73.98673330000001,40.6152959,360470256001002,36047025600
1382722-DCA,Inactive,2011-02-16T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"JANNY GROCERY, INC.",161 MANHATTAN AVE BROOKLYN NY 11206,BROOKLYN,2011,2012,-73.94528559999999,40.70849399999999,360470505002001,36047050500
1382878-DCA,Inactive,2011-02-17T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,SIKDER & SONS INC.,40 HOYT ST BROOKLYN NY 11201,BROOKLYN,2011,2012,-73.9859812,40.6894508,360470037001012,36047003700
1382886-DCA,Inactive,2011-02-17T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,JENNI'S FOOD SERVICE CORP.,535 GRAHAM AVE BROOKLYN NY 11222,BROOKLYN,2011,2012,-73.94730679999999,40.7215618,360470499001002,36047049900
1382882-DCA,Inactive,2011-02-17T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,VICTOR'S GROCERY CORP.,2501 TILDEN AVE BROOKLYN NY 11226,BROOKLYN,2011,2012,-73.953993,40.646895,360470794002001,36047079400
1383090-DCA,Inactive,2011-02-22T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"LA TIENDITA, INC.",3924 8TH AVE BROOKLYN NY 11232,BROOKLYN,2011,2012,-73.9979824,40.6469363,360470090001002,36047009000
1383236-DCA,Inactive,2011-02-24T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,WYCKOFF GOURMET DELI CORP.,262 WYCKOFF AVE BROOKLYN NY 11237,BROOKLYN,2011,2012,-73.9125822,40.7001592,360470439003001,36047043900
1376453-DCA,Inactive,2011-02-24T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"ADDU, INC.",1722 BATH AVE BROOKLYN NY 11214,BROOKLYN,2011,2012,-74.008009,40.604692,360470176002000,36047017600
1383434-DCA,Inactive,2011-03-01T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"RAHMAN, SHAKILUR & RAHMAN, KABIBUR",3299 FULTON ST BROOKLYN NY 11208,BROOKLYN,2011,2012,-73.8735839,40.6834296,360471176022002,36047117602
1383410-DCA,Inactive,2011-03-01T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,KE AVE GROCERY CORP.,1129 BLAKE AVE BROOKLYN NY 11208,BROOKLYN,2011,2012,-73.8760163,40.6707621,360471194003001,36047119400
1383372-DCA,Inactive,2011-03-01T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"DE LA CRUZ, MARGARITA",601 CENTRAL AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.90870799999999,40.6889759,360470413001001,36047041300
1384010-DCA,Inactive,2011-03-04T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,226 ROYAL DELI CORP.,226 SCHENECTADY AVE BROOKLYN NY 11213,BROOKLYN,2011,2012,-73.9338925,40.671517,360470353001000,36047035300
1384236-DCA,Inactive,2011-03-07T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,PROSPECT ORGANIC FOODS INC.,276 FLATBUSH AVE BROOKLYN NY 11217,BROOKLYN,2011,2012,-73.9739889,40.6789662,360470161003001,36047016100
1384138-DCA,Inactive,2011-03-07T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,SOPHY MINI MARKET CORP,1206 HERKIMER ST BROOKLYN NY 11233,BROOKLYN,2011,2012,-73.9134365,40.67753159999999,360470301001002,36047030100
1384124-DCA,Inactive,2011-03-07T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,GINNY PETROLEUM LLC,225 PENNSYLVANIA AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.89547259999999,40.6722811,360471144003002,36047114400
1384326-DCA,Inactive,2011-03-09T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,MORGANTOWN DELI & GENERAL INC.,1087 FLUSHING AVE BROOKLYN NY 11237,BROOKLYN,2011,2012,-73.9286458,40.7049711,360470453001016,36047045300
1384646-DCA,Inactive,2011-03-11T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,T&J GROCERY CORP.,715 RIVERDALE AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.8892944,40.6639997,360471124003002,36047112400
1384520-DCA,Inactive,2011-03-11T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,MIGUELITO GROCERY CORP.,252 CENTRAL AVE BROOKLYN NY 11221,BROOKLYN,2011,2012,-73.92326070000001,40.696834,360470421002002,36047042100
1384596-DCA,Inactive,2011-03-11T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"SAMIR DELI GROCERY, INC.",761B FLATBUSH AVE BROOKLYN NY 11226,BROOKLYN,2011,2012,-73.9594443,40.654325,360470796021000,36047079602
1384658-DCA,Inactive,2011-03-14T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,TUNDRA DELI GROCERY #2 CORP.,887 HART ST BROOKLYN NY 11237,BROOKLYN,2011,2012,-73.921892,40.703111,360470429002000,36047042900
1382616-DCA,Inactive,2011-03-16T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,DORI FASHION STYLE INC.,697 GRAND ST BROOKLYN NY 11211,BROOKLYN,2011,2012,-73.944675,40.7118039,360470495003002,36047049500
1384874-DCA,Inactive,2011-03-16T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,JHONY DELI & GROCERY INC.,829 GATES AVE BROOKLYN NY 11221,BROOKLYN,2011,2012,-73.9334379,40.6883421,360470293001001,36047029300
1385124-DCA,Inactive,2011-03-18T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"CRUZ, JOSE M",599 WILSON AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.9074495,40.6905148,360470409003001,36047040900
1385168-DCA,Inactive,2011-03-18T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,634 DELI & GROCERY CORP,634 4TH AVE BROOKLYN NY 11232,BROOKLYN,2011,2012,-73.9942484,40.66445230000001,360470143002003,36047014300
1385376-DCA,Inactive,2011-03-21T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"RAMIREZ, JOSE",1543 MYRTLE AVE BROOKLYN NY 11237,BROOKLYN,2011,2012,-73.91364089999999,40.6994175,360470441001002,36047044100
1385472-DCA,Inactive,2011-03-21T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,ORGANIC MARKET AND DELI CORP.,448 FRANKLIN AVE BROOKLYN NY 11238,BROOKLYN,2011,2012,-73.956334,40.683158,360470227004000,36047022700
1385328-DCA,Inactive,2011-03-21T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,PAPA DELI CORP.,1500 PITKIN AVE BROOKLYN NY 11212,BROOKLYN,2011,2012,-73.918048,40.668356,360470900001001,36047090000
1385280-DCA,Inactive,2011-03-21T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,159 FOOD CORP.,159 YORK ST BROOKLYN NY 11201,BROOKLYN,2011,2012,-73.9845236,40.7015247,360470021003018,36047002100
1385842-DCA,Inactive,2011-03-25T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"ALZOKARI, MOHAMMED FADIL",2570 86TH ST BROOKLYN NY 11214,BROOKLYN,2011,2012,-73.985666,40.596628,360470300002004,36047030000
1386392-DCA,Inactive,2011-03-30T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"BURGOS, ANEURY",1588 SAINT JOHNS PL BROOKLYN NY 11213,BROOKLYN,2011,2012,-73.925613,40.67005899999999,360470357001001,36047035700
1386402-DCA,Inactive,2011-04-01T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"JACKSON, RODERICK",879 MOTHER GASTON BLVD BROOKLYN NY 11212,BROOKLYN,2011,2012,-73.90323529999999,40.6567334,360470922001001,36047092200
1260250-DCA,Inactive,2011-04-06T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"KASSEM, MOHAMED H.",671 GRAND ST BROOKLYN NY 11211,BROOKLYN,2011,2012,-73.94550540000002,40.7117301,360470495003002,36047049500
1386836-DCA,Inactive,2011-04-06T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,BILQIS DELI GROCERY INC,960 DEKALB AVE BROOKLYN NY 11221,BROOKLYN,2011,2012,-73.9368701,40.6928945,360470289003001,36047028900
1268302-DCA,Inactive,2011-04-08T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"ALI, DAHAN M",5215 AVENUE D BROOKLYN NY 11203,BROOKLYN,2011,2012,-73.9268985,40.6424016,360470846001001,36047084600
1387436-DCA,Inactive,2011-04-12T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,TIGER FOOD CORP. II,516 NEW LOTS AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.8890188,40.6634193,360471122002003,36047112200
1388366-DCA,Inactive,2011-04-18T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,SMART1 DELI GROCERY CORP.,3325 SNYDER AVE BROOKLYN NY 11203,BROOKLYN,2011,2012,-73.9456702,40.649302,360470856003000,36047085600
1388382-DCA,Inactive,2011-04-18T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,MCKING FRIED CHICKEN & DELI INC.,790A FRANKLIN AVE BROOKLYN NY 11238,BROOKLYN,2011,2012,-73.9580179,40.6714578,360470217002003,36047021700
1388284-DCA,Inactive,2011-04-18T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"MOHAMED, AHMED A",1601 79TH ST BROOKLYN NY 11214,BROOKLYN,2011,2012,-74.00286179999999,40.6139821,360470182001002,36047018200
1388944-DCA,Inactive,2011-04-19T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,U.S. GOURMET DELI CORP.,144 LEWIS AVE BROOKLYN NY 11221,BROOKLYN,2011,2012,-73.9370027,40.6919674,360470281002001,36047028100
1388668-DCA,Inactive,2011-04-21T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,KANG YI INC,4002 5TH AVE BROOKLYN NY 11232,BROOKLYN,2011,2012,-74.0048219,40.6507539,360470082001000,36047008200
1388800-DCA,Inactive,2011-04-21T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,AMBER MINI MARKET INC,868 UTICA AVE BROOKLYN NY 11203,BROOKLYN,2011,2012,-73.9306891,40.6519776,360470868003003,36047086800
1302068-DCA,Inactive,2011-04-22T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,TWO STARS DELI INC.,1938A ROCKAWAY PKWY BROOKLYN NY 11236,BROOKLYN,2011,2012,-73.89151389999999,40.6351642,360471024001000,36047102400
1390014-DCA,Inactive,2011-04-29T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,ALEJANDRO MIGUEL HERNANDEZ,444 MARCUS GARVEY BLVD BROOKLYN NY 11216,BROOKLYN,2011,2012,-73.9379802,40.68184309999999,360470273001001,36047027300
1389820-DCA,Inactive,2011-04-29T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,CARIBBEAN FRIED CHICKEN CORP.,211 UTICA AVE BROOKLYN NY 11213,BROOKLYN,2011,2012,-73.9306433,40.6716437,360470347003001,36047034700
1390266-DCA,Inactive,2011-05-04T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"OCEAN VIEW CONVENIENT STORE, INC.",1310 SURF AVE BROOKLYN NY 11224,BROOKLYN,2011,2012,-73.9814419,40.57529450000001,360470352001006,36047035200
1390394-DCA,Inactive,2011-05-04T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,3RD AVE GASOLINE INC.,98 3RD AVE BROOKLYN NY 11217,BROOKLYN,2011,2012,-73.9820027,40.6834141,360470127001001,36047012700
1299640-DCA,Inactive,2011-05-05T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,BASEL FOOD CORP.,410 NEW LOTS AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.8922802,40.6619914,360471128002002,36047112800
1390892-DCA,Inactive,2011-05-06T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,NABO DIGANTA CORP.,1683 E 16TH ST BROOKLYN NY 11229,BROOKLYN,2011,2012,-73.9570832,40.6085819,360470552003004,36047055200
1391060-DCA,Inactive,2011-05-10T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"YAHYA, ABDO MOHAMED",182 RALPH AVE BROOKLYN NY 11233,BROOKLYN,2011,2012,-73.923008,40.6836061,360470383004000,36047038300
1391046-DCA,Inactive,2011-05-10T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,SMART DELI & GRILL CORP.,894 MYRTLE AVE BROOKLYN NY 11206,BROOKLYN,2011,2012,-73.9465163,40.6954964,360470259011001,36047025901
1391262-DCA,Inactive,2011-05-11T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,DAYLINE NEWSSTAND CORP.,1451 NOSTRAND AVE BROOKLYN NY 11226,BROOKLYN,2011,2012,-73.9493676,40.6509621,360470818003001,36047081800
1391614-DCA,Inactive,2011-05-12T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,NEW Z SUPER MARKET INC.,1202 AVENUE Z BROOKLYN NY 11235,BROOKLYN,2011,2012,-73.958049,40.5874344,360470606002000,36047060600
1392076-DCA,Inactive,2011-05-13T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,3015 CHURCH LINE INC.,3015 CHURCH AVE BROOKLYN NY 11226,BROOKLYN,2011,2012,-73.9489827,40.6509833,360470818003001,36047081800
1261476-DCA,Inactive,2011-05-16T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"MUNOZ, JOSEFINA",444 MELROSE ST BROOKLYN NY 11237,BROOKLYN,2011,2012,-73.9259933,40.70546909999999,360470427003000,36047042700
1379419-DCA,Inactive,2011-05-16T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,ELSHARKAWY INC,303 DEAN ST BROOKLYN NY 11217,BROOKLYN,2011,2012,-73.981698,40.6842657,360470039002001,36047003900
1392972-DCA,Inactive,2011-05-23T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"A & T DELI & GROCERY, INC.",2383 65TH ST BROOKLYN NY 11204,BROOKLYN,2011,2012,-73.976925,40.611461,360470436002001,36047043600
1393016-DCA,Inactive,2011-05-23T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,ALAMRIA DELI GROCERY INC,1516 FULTON ST BROOKLYN NY 11216,BROOKLYN,2011,2012,-73.940253,40.679706,360470271001005,36047027100
1392836-DCA,Inactive,2011-05-23T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,RIVERROCK FOOD CORP.,774 ROCKAWAY AVE BROOKLYN NY 11212,BROOKLYN,2011,2012,-73.9086552,40.6606755,360470916002001,36047091600
1392840-DCA,Inactive,2011-05-23T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,"BUTT, ZAHID",6409 20TH AVE BROOKLYN NY 11204,BROOKLYN,2011,2012,-73.9852756,40.616685,360470254002003,36047025400
1393046-DCA,Inactive,2011-05-23T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,EM FLATBUSH CORP.,713 FLATBUSH AVE BROOKLYN NY 11225,BROOKLYN,2011,2012,-73.959571,40.655781,360470796011001,36047079601
1393512-DCA,Inactive,2011-05-24T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,WOODHULL DELI CORP,691 BROADWAY BROOKLYN NY 11206,BROOKLYN,2011,2012,-73.9434447,40.7018515,360470491003004,36047049100
1393262-DCA,Inactive,2011-05-24T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,77 DELI & GROCERY INC.,734 DUMONT AVE BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.891423,40.666545,360471126001000,36047112600
1393436-DCA,Inactive,2011-05-24T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,CIBO GOURMET DELI GROCERY CORP,100 COOPER ST BROOKLYN NY 11207,BROOKLYN,2011,2012,-73.9086322,40.6862315,360470403003001,36047040300
1393980-DCA,Inactive,2011-05-26T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,FADEL DELI MART INC.,685 GATES AVE BROOKLYN NY 11221,BROOKLYN,2011,2012,-73.93945819999999,40.6876587,360470277004000,36047027700
1394180-DCA,Inactive,2011-05-27T00:00:00Z,2012-12-31T00:00:00Z,Cigarette Retail Dealer,WILSON ABREU URENA,326 ROEBLING ST BROOKLYN NY 11211,BROOKLYN,2011,2012,-73.9611011,40.70855299999999,360470525002000,36047052500
